d_fecha_prod,TipoAlimento,CategoriaAlimento,Semana,SemanaNum,Anio,kwh_prensa,porc_prensa,Rendimiento,ton
2025-05-20 00:00:00,N2,Broiler,2025-05-19 00:00:00,S21,2025,9.4,86.99999999999999,32.72727272727273,59971.72
2025-05-20 00:00:00,N3,Broiler,2025-05-19 00:00:00,S21,2025,9.944502706341106,85.66648354606237,29.64705882352941,269348.9
2025-05-20 00:00:00,A715,Abuela,2025-05-19 00:00:00,S21,2025,10.9,86,22.7027027027027,13962.14
2025-05-20 00:00:00,N0,Broiler,2025-05-19 00:00:00,S21,2025,11.2,87.00023386931022,23.68421052631579,59990.77
2025-05-20 00:00:00,N1,Broiler,2025-05-19 00:00:00,S21,2025,11.242808126210873,87.42865233716431,28.346456692913385,69990.8
2025-05-20 00:00:00,A06,Abuela,2025-05-19 00:00:00,S21,2025,13.6,90,16.8,13986.68
2025-05-19 00:00:00,N3,Broiler,2025-05-19 00:00:00,S21,2025,10.010163001878743,86.59949137503764,31.57894736842105,299556.67
2025-05-19 00:00:00,N0,Broiler,2025-05-19 00:00:00,S21,2025,10.10025953523838,86.00043255873064,30,60038.09
2025-05-19 00:00:00,N1,Broiler,2025-05-19 00:00:00,S21,2025,10.750015399260601,86.49984600739397,31.03448275862069,60035.35
2025-05-19 00:00:00,AP3,Abuela,2025-05-19 00:00:00,S21,2025,11.4,85,28.96551724137931,13984.46
2025-05-19 00:00:00,AM,Abuela,2025-05-19 00:00:00,S21,2025,11.600000000000001,84,22.7027027027027,13989.54
2025-05-16 00:00:00,N2,Broiler,2025-05-12 00:00:00,S20,2025,10.280012047261511,87.40009855033063,30.71672354948806,150075.6
